record_id,timestamp,client_id,src_ip,dst_ip,src_port,dst_port,protocol,payload_size,entropy,signature_known,attack_type,is_zero_day,label_malicious,poisoned_flag,poison_type,model_update_delta,gradient_stat,anomaly_score,feature_1,feature_2,feature_3,seen_in_train
rec_01895,2025-07-26 05:53:13,client_049,248.55.148.209,252.74.197.47,12638,22,TCP,3103,5.7674,1,benign,0,0,0,,2.3384,2.636,1.4358,1.216824,7.346105,1.400609,1
rec_01941,2025-07-27 20:21:43,client_065,234.99.196.33,34.121.80.206,2344,80,UDP,868,1.8136,0,benign,0,0,0,,2.9999,2.9556,1.0393,0.321246,6.779879,1.033066,1
rec_00583,2025-09-01 04:00:22,client_028,180.176.171.39,252.73.163.200,33819,8080,ICMP,20,2.8222,1,data_exfiltration,0,1,0,,2.7935,2.715,0.1559,0.249559,3.094967,0.104501,1
rec_02223,2025-05-12 07:26:14,client_043,17.249.137.84,117.180.11.26,19174,8080,ICMP,79,3.5718,1,benign,0,0,0,,2.3285,2.497,0.5692,0.383206,4.46177,0.402116,1
rec_03353,2025-05-19 06:39:07,client_077,225.134.82.45,94.196.205.7,58750,3389,TCP,1474,5.4508,1,benign,0,0,0,,1.8034,1.8773,0.9583,0.826019,7.450334,0.784751,1
rec_00941,2025-01-03 19:59:21,client_044,5.119.223.199,197.6.215.67,40264,53,TCP,3133,6.1308,1,benign,0,0,0,,6.9933,8.439,1.4642,1.233632,8.195467,1.516132,1
rec_01081,2025-03-31 10:21:30,client_064,225.248.69.120,239.180.16.99,35820,22,TCP,3690,6.2621,0,benign,0,0,0,,7.4031,7.6367,2.2884,1.374537,7.874004,2.424029,1
rec_00188,2025-04-29 22:03:41,client_033,59.209.243.182,146.78.143.234,13244,443,ICMP,77,3.4011,1,benign,0,0,0,,1.1203,1.0889,0.1251,0.363828,4.721056,0.230012,1
rec_01744,2025-04-15 13:53:36,client_085,38.74.80.203,206.164.27.201,64069,21,UDP,749,4.666,1,benign,0,0,0,,3.1888,2.798,0.9996,0.617514,6.340027,1.124311,1
rec_02554,2025-01-28 05:50:47,client_031,169.237.137.191,28.192.249.108,52662,53,TCP,180,4.1238,0,benign,0,0,0,,1.8115,1.099,1.0477,0.45124,5.56071,1.178318,1
rec_02580,2025-05-11 03:51:09,client_003,26.177.63.173,235.171.16.99,45921,22,UDP,56,2.8209,0,benign,0,0,0,,1.7112,0.9798,0.8641,0.303619,3.992505,0.64615,1
rec_03211,2025-07-16 14:22:40,client_018,108.185.229.152,123.139.136.218,32707,5000,ICMP,66,2.9016,1,benign,0,0,0,,4.4753,4.8088,0.4134,0.296987,4.40007,0.461248,1
rec_02045,2025-05-11 05:01:57,client_072,210.188.231.171,58.63.221.16,44803,80,TCP,1054,4.2669,1,benign,0,0,0,,10.141,9.2631,0.6013,0.614472,7.428574,0.586017,1
rec_01393,2025-02-14 03:14:30,client_076,19.66.167.73,180.26.136.233,2617,53,UDP,142,3.9503,1,benign,0,0,0,,5.2678,4.9138,0.5487,0.441533,4.867121,0.61323,1
rec_00227,2025-08-05 08:27:27,client_078,228.100.146.9,243.122.228.147,11130,8080,ICMP,41,3.4997,1,benign,0,0,0,,4.6312,4.4461,0.21,0.335307,3.490104,0.01959,1
rec_01499,2025-07-13 14:32:36,client_021,40.103.239.62,42.47.159.190,15562,3306,TCP,213,3.8123,1,benign,0,0,0,,8.1131,10.5412,0.1111,0.400914,5.595498,0.08024,1
rec_00536,2025-08-29 03:06:57,client_080,91.33.238.81,218.56.105.184,17027,22,UDP,799,2.3478,1,benign,0,0,0,,11.3181,13.0118,0.4138,0.402019,6.644344,0.577872,1
rec_02331,2025-01-24 20:42:54,client_055,102.81.83.44,61.35.106.47,43797,8080,ICMP,696,1.8322,1,benign,0,0,0,,1.3942,2.0826,0.0,0.334715,6.229072,0.144205,1
rec_02680,2025-06-03 07:36:41,client_064,89.154.56.78,249.38.203.224,55525,8080,TCP,4968,6.3053,1,benign,0,0,0,,10.1864,13.6638,1.8143,1.639016,9.042322,1.923761,1
rec_00698,2025-08-12 01:41:37,client_078,239.7.208.197,58.3.162.45,33702,3389,ICMP,63,2.4525,1,benign,0,0,0,,1.6435,1.8364,0.3816,0.274834,4.142119,0.462626,1
rec_01513,2025-06-15 16:34:39,client_017,157.198.59.89,153.240.64.188,26475,443,TCP,1203,5.1563,0,benign,0,0,0,,2.8941,1.959,1.2519,0.735482,6.835745,1.132982,1
rec_01648,2025-01-30 08:08:57,client_081,22.221.161.166,31.214.181.6,1061,53,TCP,169,3.6657,1,benign,0,0,0,,3.3611,3.584,0.4906,0.408051,5.125788,0.337032,1
rec_03490,2025-02-21 18:30:14,client_096,59.114.248.161,66.26.126.57,16607,53,TCP,219,3.1276,0,benign,0,0,0,,5.5902,5.2671,0.9922,0.369431,5.387754,0.948228,1
rec_02349,2025-06-29 03:41:47,client_042,72.43.187.46,237.33.234.62,18433,1900,TCP,502,5.4869,1,benign,0,0,0,,4.9462,4.703,0.7453,0.655949,6.443012,0.794058,1
rec_01038,2025-05-13 15:21:23,client_029,50.81.95.12,77.80.194.45,33014,443,TCP,2245,5.8582,1,benign,0,0,0,,5.699,4.2777,1.0483,1.048848,7.255943,1.141262,1
rec_00209,2025-09-15 20:12:02,client_062,210.178.208.169,73.71.110.229,5871,3306,TCP,1732,5.3009,1,benign,0,0,0,,4.0768,3.899,0.7121,0.886555,7.582554,0.950106,1
rec_01378,2025-03-02 19:30:24,client_073,48.51.97.119,235.138.193.49,30357,22,ICMP,60,3.379,1,benign,0,0,0,,5.7743,7.6568,0.1317,0.359707,4.385834,0.078887,1
rec_00566,2025-01-27 19:42:16,client_017,113.246.62.23,141.57.254.55,20876,80,TCP,1234,4.633,1,benign,0,0,0,,6.3117,6.7699,0.7202,0.730223,6.580279,0.886684,1
rec_00314,2025-01-23 22:58:29,client_038,74.177.192.160,52.235.197.220,17952,443,ICMP,36,1.7668,1,benign,0,0,0,,2.0285,1.5297,0.0,0.183236,3.521238,-0.018485,1
rec_00602,2025-01-15 21:24:03,client_047,81.149.172.124,115.39.1.41,35225,80,TCP,1205,5.7404,0,benign,0,0,0,,6.5948,7.288,1.3393,0.816685,6.833819,1.406711,1
rec_00234,2025-09-04 08:04:35,client_080,131.243.114.62,121.134.50.208,14157,80,UDP,881,2.2851,0,benign,0,0,0,,2.0784,1.9838,0.8886,0.401121,6.648932,0.792103,1
rec_03058,2025-06-08 14:43:00,client_007,209.71.156.102,247.175.116.236,57757,443,TCP,1624,5.194,1,benign,0,0,0,,5.8496,5.9466,0.7825,0.832424,8.1113,0.700621,1
rec_03759,2025-08-17 00:00:05,client_056,202.9.31.194,160.243.110.254,55574,1900,TCP,137,4.0688,1,benign,0,0,0,,1.4558,0.8378,0.9675,0.475523,4.645389,0.966296,1
rec_03456,2025-04-29 02:06:36,client_088,14.161.71.152,96.62.211.16,30740,1900,ICMP,90,2.4045,1,benign,0,0,0,,5.1636,4.7613,0.2732,0.263497,4.52967,0.36739,1
rec_03334,2025-02-26 14:04:44,client_081,254.216.129.172,12.33.186.12,23020,22,UDP,206,4.2106,1,benign,0,0,0,,1.3999,1.7296,0.3839,0.443167,5.373106,0.441938,1
rec_00112,2025-02-22 14:39:43,client_039,54.102.163.98,233.125.200.113,60112,8080,TCP,3500,6.0872,1,benign,0,0,0,,2.1558,2.0899,1.3838,1.294845,8.399666,1.266769,1
rec_02857,2025-08-15 22:53:05,client_098,83.194.218.226,253.110.131.221,48157,53,UDP,72,4.387,1,benign,0,0,0,,1.0953,1.318,0.3494,0.460238,4.085045,0.348193,1
rec_01090,2025-09-02 06:30:35,client_046,226.122.26.129,86.171.156.222,31878,3389,TCP,107,3.6975,0,benign,0,0,0,,1.6735,1.582,1.0899,0.379905,4.948988,1.080037,1
rec_02644,2025-08-28 12:17:39,client_052,221.1.200.185,81.44.155.179,17225,443,TCP,1578,4.7038,1,known_malware,0,1,0,,2.4098,1.2896,0.8254,0.815455,6.888326,0.831188,1
rec_02556,2025-02-03 11:27:58,client_090,73.72.167.168,27.77.50.157,57049,443,UDP,470,3.0287,1,benign,0,0,0,,2.4705,1.5846,0.3857,0.425359,6.143829,0.376791,1
rec_03241,2025-05-23 09:52:58,client_026,176.63.40.243,160.240.149.31,20664,443,TCP,252,3.1432,1,benign,0,0,0,,3.8079,4.3167,0.2244,0.354196,5.441911,0.238327,1
rec_01460,2025-08-18 10:53:05,client_073,124.156.252.222,46.89.186.119,40325,80,ICMP,57,2.1175,1,benign,0,0,0,,6.3095,6.5097,0.2703,0.183646,3.898935,0.312563,0
rec_00473,2025-07-12 06:34:11,client_092,54.6.107.251,69.133.189.211,18126,5000,TCP,1534,4.8713,1,benign,0,0,0,,2.7569,2.6959,1.0218,0.743237,7.32195,0.990381,1
rec_02723,2025-08-27 04:14:26,client_049,181.70.160.240,115.119.52.245,22467,53,TCP,3849,6.0061,1,benign,0,0,0,,7.9344,11.4921,1.8339,1.401893,8.652743,1.884422,1
rec_01462,2025-05-31 15:45:28,client_002,161.192.154.48,96.153.61.105,36519,3306,TCP,1381,4.914,1,benign,0,0,0,,2.2077,2.126,0.8383,0.764566,7.573256,0.758129,1
rec_02340,2025-02-12 22:59:44,client_049,251.144.105.141,144.254.78.7,24604,80,TCP,5134,6.1998,1,benign,0,0,0,,3.3684,3.162,1.7756,1.643314,8.469276,1.825004,1
rec_03705,2025-08-26 19:16:06,client_096,158.151.247.213,203.120.245.147,29630,53,TCP,182,4.8591,0,benign,0,0,0,,2.0742,1.8837,1.2459,0.500895,5.059145,1.285679,1
rec_03568,2025-04-15 19:35:48,client_058,190.231.204.112,95.119.110.120,48533,80,UDP,52,4.0228,1,benign,0,0,0,,3.5838,4.2861,0.5622,0.417128,4.123766,0.382062,1
rec_00362,2025-05-15 10:46:50,client_021,60.55.16.227,252.244.118.142,45465,3306,UDP,219,4.2356,1,benign,0,0,0,,3.525,3.0769,0.5041,0.441685,5.655409,0.583962,1
rec_00136,2025-09-13 10:35:11,client_052,236.253.192.202,9.8.172.186,22706,443,TCP,1374,4.8223,1,botnet_command,0,1,0,,2.7666,2.0363,0.7909,0.754306,6.859259,0.875732,1
rec_01135,2025-08-25 18:01:42,client_082,83.182.189.136,151.74.57.110,24715,53,TCP,927,5.6328,1,benign,0,1,1,label_flip,39.3914,41.2327,1.9392,0.756258,6.524272,1.916607,1
rec_02376,2025-04-20 02:33:27,client_004,49.228.81.210,218.243.219.237,17305,1900,TCP,4839,5.9351,1,benign,0,0,0,,4.7256,2.1182,2.0132,1.578064,8.64341,1.968171,0
rec_01054,2025-06-05 10:09:05,client_003,245.186.223.59,57.89.131.158,29249,80,ICMP,31,3.1323,1,benign,0,0,0,,1.3128,1.5018,0.3456,0.335477,3.634854,0.366286,1
rec_03196,2025-06-17 13:39:38,client_002,193.97.199.201,31.162.7.217,43873,22,TCP,1477,4.8077,1,benign,0,0,0,,8.7626,11.0384,0.7155,0.762305,7.442912,0.790978,1
rec_00023,2025-04-23 05:19:39,client_099,168.173.132.230,228.201.142.100,7464,1900,TCP,3129,6.4759,1,botnet_command,0,1,0,,7.2182,5.1216,1.5982,1.291807,7.89707,1.605094,1
rec_02844,2025-06-25 22:22:42,client_098,108.165.65.118,170.132.231.139,4435,80,ICMP,68,3.3721,1,benign,0,0,0,,1.3187,1.0067,0.1385,0.342461,4.703706,0.216773,0
rec_02313,2025-01-11 00:10:45,client_033,75.202.171.59,124.182.120.136,11250,5000,ICMP,43,2.9048,1,benign,0,0,0,,1.2614,1.4424,0.2585,0.29431,3.879446,0.366442,1
rec_02336,2025-07-28 15:44:08,client_028,56.38.245.21,49.122.35.250,51530,3389,ICMP,27,2.5165,1,benign,0,0,0,,1.2106,1.247,0.517,0.261825,3.258527,0.4116,1
rec_00696,2025-04-21 14:13:16,client_003,106.43.167.201,185.83.163.216,33374,3389,ICMP,64,2.3123,1,benign,0,0,0,,2.387,1.7744,0.4865,0.263774,4.203804,0.346587,1
rec_00421,2025-02-12 18:39:21,client_034,116.236.224.50,145.126.181.213,53944,5000,TCP,3379,6.4214,1,benign,0,0,0,,8.3214,6.5611,1.8631,1.320806,8.599715,1.915538,1
rec_02799,2025-05-07 01:31:40,client_044,211.92.129.187,147.124.101.119,27100,53,TCP,4760,5.9705,1,benign,0,0,0,,9.0247,9.1636,1.8181,1.541311,7.989574,1.647206,1
rec_00461,2025-07-23 00:35:37,client_082,34.106.147.58,90.89.10.8,56837,8080,TCP,1268,5.0625,1,benign,0,0,0,,1.7502,1.6651,0.5775,0.787085,7.457242,0.566039,1
rec_01068,2025-01-21 21:31:08,client_010,177.22.78.113,71.90.24.140,42353,443,UDP,653,2.7042,1,benign,0,0,0,,2.3593,2.9157,0.2145,0.430655,6.74296,0.30642,1
rec_00088,2025-01-15 20:59:20,client_003,57.181.237.12,125.112.16.81,44275,443,UDP,82,3.1034,1,benign,0,0,0,,3.5363,4.7022,0.0,0.363676,4.436802,0.018881,0
rec_00283,2025-05-08 08:08:29,client_090,117.30.26.144,218.93.133.139,64900,22,UDP,832,1.9196,1,known_malware,0,1,0,,4.3509,4.1866,0.1175,0.343084,6.197133,0.234001,1
rec_03133,2025-04-13 17:06:05,client_082,210.32.97.164,117.188.50.209,11435,22,TCP,875,5.8248,1,backdoor_trigger,0,1,1,high_update_backdoor,14.5175,12.2277,1.6118,0.739992,6.833031,1.433276,1
rec_01222,2025-08-05 10:15:51,client_097,29.22.65.29,37.203.130.192,17442,22,TCP,1445,4.8436,1,known_malware,0,1,0,,7.4511,7.7179,0.761,0.782558,7.119336,0.889614,0
rec_01745,2025-04-14 17:27:29,client_008,32.45.61.198,183.198.223.81,24731,3306,ICMP,52,3.7122,1,benign,0,0,0,,1.6447,1.5776,0.3743,0.391185,3.777738,0.401048,1
rec_03654,2025-06-19 09:02:51,client_033,35.198.248.110,58.4.236.173,16377,443,ICMP,23,2.2347,1,benign,0,0,0,,1.7273,1.8754,0.0,0.212298,2.820468,-0.106977,1
rec_02536,2025-05-30 15:00:22,client_091,228.202.94.53,111.219.208.21,6159,3306,TCP,212,4.7316,1,benign,0,0,0,,4.8135,4.8417,0.5413,0.536891,5.038908,0.59924,1
rec_00860,2025-03-21 09:33:11,client_067,126.50.190.89,134.115.193.59,41140,53,TCP,1206,4.9706,1,benign,0,0,0,,6.3665,7.8578,0.9825,0.757649,7.078113,0.908456,1
rec_00534,2025-09-10 18:56:34,client_058,37.119.242.86,75.38.254.208,31776,3306,ICMP,50,2.8222,1,benign,0,0,0,,3.5339,4.3095,0.0,0.252718,3.863829,-0.083147,1
rec_03131,2025-08-30 08:30:53,client_032,152.95.186.167,196.146.65.64,32284,80,TCP,1778,5.6925,1,benign,0,0,0,,3.7671,2.477,1.2105,0.89581,7.308022,1.344293,1
rec_02981,2025-01-12 19:44:29,client_051,61.192.101.105,32.160.115.218,19641,22,UDP,267,4.4912,1,benign,0,0,0,,3.8949,3.4285,0.617,0.473707,5.600086,0.63035,1
rec_01323,2025-08-21 19:32:16,client_063,7.125.49.121,45.50.64.95,63450,3306,ICMP,49,4.2852,1,benign,0,0,0,,3.3684,3.8837,0.1506,0.423083,3.958683,0.269251,1
rec_03005,2025-03-05 02:46:14,client_022,50.208.38.138,14.106.211.104,38382,443,TCP,1708,4.9366,1,benign,0,0,0,,2.0955,1.9822,0.8863,0.827813,7.998241,0.772055,1
rec_03055,2025-06-11 11:37:55,client_017,116.195.220.253,80.194.241.186,30309,8080,TCP,1233,5.3981,1,benign,0,0,0,,1.686,1.8172,0.8287,0.766894,7.197279,0.613417,1
rec_02701,2025-05-04 02:35:47,client_058,125.238.19.53,200.28.173.169,33792,21,UDP,69,2.6823,1,benign,0,0,0,,2.423,1.9496,0.4897,0.302858,4.583865,0.530059,1
rec_03267,2025-06-18 11:49:19,client_072,131.196.4.235,23.152.227.243,40411,22,TCP,1058,5.8923,0,benign,0,0,0,,1.2322,1.323,1.498,0.840224,6.161444,1.581736,1
rec_03790,2025-05-30 01:32:00,client_007,77.136.123.205,173.253.77.182,24949,8080,TCP,1946,5.3895,1,known_malware,0,1,0,,4.2173,5.1465,0.9837,0.926449,7.540755,0.92297,1
rec_01392,2025-06-17 16:31:02,client_035,209.110.22.68,12.136.74.144,21363,5000,UDP,936,2.8076,1,benign,0,0,0,,7.6005,7.9541,0.784,0.446072,6.895715,0.719821,1
rec_02776,2025-02-12 02:30:20,client_059,101.189.75.183,114.19.110.181,22287,8080,TCP,4547,5.474,1,benign,0,0,0,,8.1912,7.4768,1.7349,1.446198,8.179085,1.706723,1
rec_01316,2025-01-17 04:58:03,client_049,228.221.24.244,127.185.110.191,58315,80,TCP,3505,6.0777,1,benign,0,0,0,,1.319,1.1852,1.4195,1.304639,7.908445,1.422832,1
rec_03760,2025-01-12 09:22:36,client_068,88.62.19.81,112.174.189.221,11370,8080,UDP,61,3.481,1,benign,0,0,0,,3.0071,4.185,0.2044,0.355107,4.062312,0.203196,1
rec_01211,2025-03-06 13:44:39,client_022,42.193.164.249,89.55.153.239,27977,8080,TCP,796,5.2063,1,benign,0,0,0,,7.743,7.2228,0.6618,0.703049,6.921253,0.768669,1
rec_00943,2025-07-12 06:37:31,client_087,231.216.226.249,149.84.193.231,25168,53,TCP,1556,5.5208,1,benign,0,0,0,,8.7323,10.2949,0.8847,0.86913,7.420779,0.995827,1
rec_03701,2025-09-09 12:36:38,client_069,171.71.17.187,117.178.36.254,25354,8080,TCP,2509,5.8468,0,benign,0,0,0,,5.7642,6.0067,2.032,1.120802,8.017667,2.041498,1
rec_02772,2025-02-18 01:16:25,client_021,216.79.169.42,67.94.58.212,41494,80,TCP,198,3.665,1,benign,0,0,0,,1.8692,2.1048,0.3212,0.410523,5.667656,0.431919,1
rec_02131,2025-08-29 17:18:16,client_019,231.61.169.133,37.42.193.188,37730,3306,TCP,4212,5.8593,1,benign,0,0,0,,5.0289,7.0796,1.614,1.439014,8.23509,1.550985,1
rec_03438,2025-03-22 02:54:56,client_053,200.36.74.7,86.2.132.45,40246,5000,UDP,71,3.2743,0,known_malware,0,1,0,,6.2934,5.7733,1.1993,0.379557,4.138614,1.139535,1
rec_00888,2025-01-06 09:43:30,client_099,70.104.204.53,41.92.223.209,47221,5000,TCP,4363,5.7601,1,benign,0,0,0,,6.5397,5.5766,2.0393,1.456996,8.057694,2.12072,1
rec_03800,2025-05-09 12:23:51,client_041,253.231.111.177,199.202.220.196,63182,443,TCP,174,4.7772,0,benign,0,0,0,,6.6865,6.158,1.2587,0.506869,4.891368,1.133938,1
rec_00686,2025-05-22 15:15:01,client_066,94.160.32.170,32.177.149.65,30235,3306,TCP,110,3.0929,1,benign,0,0,0,,6.1309,7.0484,0.3285,0.335447,4.582352,0.231262,1
rec_00414,2025-05-12 10:23:25,client_052,142.118.202.227,50.197.216.157,30668,443,TCP,1399,6.1609,1,benign,0,0,0,,11.4296,13.6487,1.1245,0.888308,7.634188,1.195099,1
rec_00790,2025-01-22 11:16:11,client_067,200.220.136.223,137.65.227.44,35017,8080,TCP,1385,5.2283,1,benign,0,0,0,,7.1026,5.9497,0.9175,0.778886,7.236626,1.008327,1
rec_03064,2025-03-09 19:18:58,client_046,84.29.250.53,53.245.221.23,22581,5000,TCP,231,4.1845,1,benign,0,0,0,,8.1009,6.3979,0.4883,0.471721,5.61514,0.519768,1
rec_02611,2025-04-04 10:47:17,client_034,21.56.46.43,247.39.130.115,23049,80,TCP,4412,6.0213,1,benign,0,0,0,,14.0596,10.5947,2.0152,1.501559,7.342265,1.955058,1
rec_01374,2025-05-22 02:23:57,client_025,79.10.15.42,47.155.179.148,16525,443,UDP,774,2.551,0,zero_day_exploit,1,1,0,,5.5407,6.3996,2.0702,0.415965,6.406596,1.950411,0
rec_02953,2025-08-29 17:02:16,client_081,44.155.77.78,160.252.179.125,46042,53,UDP,187,4.1911,1,benign,0,0,0,,1.1593,1.2551,0.4234,0.423884,5.07755,0.335176,1
rec_01296,2025-08-21 09:57:53,client_062,225.71.140.95,159.139.134.70,50224,53,TCP,1076,4.8825,1,benign,0,0,0,,2.4586,2.2453,0.85,0.715828,7.236761,0.763982,1
rec_02848,2025-09-11 22:38:51,client_032,127.250.74.126,68.126.43.182,30722,80,TCP,1182,6.0148,1,benign,0,1,1,label_flip,20.7193,21.1827,1.7166,0.83156,7.34455,1.727162,1
rec_00273,2025-09-08 19:18:42,client_054,83.128.178.170,60.52.182.167,54511,80,TCP,4079,5.9232,1,benign,0,0,0,,3.0374,2.2946,1.7017,1.385064,8.147436,1.702203,1
rec_01661,2025-06-23 13:08:35,client_077,119.218.144.10,36.160.169.143,22015,8080,TCP,1531,5.3712,1,benign,0,0,0,,6.9885,7.5706,0.8409,0.801018,7.025768,0.824439,1
rec_00522,2025-03-12 19:41:40,client_063,93.114.28.188,43.159.112.35,3871,8080,ICMP,76,4.4155,1,benign,0,0,0,,5.358,6.0868,0.5779,0.476104,4.365744,0.561573,1
rec_00523,2025-08-17 00:01:53,client_052,155.143.223.232,37.175.239.100,63987,5000,TCP,1254,5.4478,1,benign,0,0,0,,4.5529,4.0038,0.9034,0.798136,6.77747,0.927056,1
rec_03766,2025-05-19 21:12:42,client_053,37.15.87.206,166.40.25.99,18207,5000,ICMP,28,3.0448,1,benign,0,0,0,,3.2107,2.4521,0.0006,0.268183,3.378523,-0.075572,1
rec_00351,2025-05-22 16:00:32,client_065,16.242.116.76,107.50.205.17,29560,5000,UDP,755,2.1865,1,benign,0,0,0,,4.823,4.403,0.514,0.39839,6.592425,0.535144,1
rec_01504,2025-05-12 00:06:32,client_099,57.218.107.48,44.93.207.30,32610,22,TCP,3321,6.5775,1,benign,0,0,0,,6.2039,6.8843,1.4392,1.313721,7.63527,1.483039,1
rec_01729,2025-03-19 23:28:40,client_027,20.112.120.194,106.136.184.201,15195,53,TCP,1113,5.0272,0,known_malware,0,1,0,,6.2311,3.8598,1.5446,0.743028,6.553481,1.490799,1
rec_02993,2025-08-13 16:45:38,client_047,195.12.30.9,214.244.110.34,20063,8080,TCP,856,5.4298,1,benign,0,0,0,,3.4418,2.0441,0.8348,0.705197,7.036871,0.838895,1
rec_03521,2025-02-28 22:39:52,client_018,42.69.147.107,57.171.45.31,50038,443,ICMP,69,3.179,1,benign,0,0,0,,1.2009,1.2808,0.0,0.394407,4.028975,-0.120132,1
rec_00652,2025-05-18 14:44:36,client_041,36.186.204.166,168.7.133.239,50290,5000,UDP,80,4.4604,1,benign,0,0,0,,2.2733,2.0029,0.7828,0.449821,4.454123,0.482787,1
rec_01657,2025-04-11 09:29:23,client_065,140.149.139.44,25.32.143.13,9863,8080,ICMP,984,2.076,1,benign,0,0,0,,4.2042,3.5021,0.4489,0.398599,7.51472,0.571654,1
rec_03314,2025-08-23 15:05:24,client_012,139.125.15.192,237.196.135.97,19038,8080,TCP,1539,5.0425,1,benign,0,0,0,,5.4779,8.1002,0.9265,0.872966,7.419784,1.030177,1
rec_03563,2025-02-06 09:25:11,client_013,56.212.190.34,116.228.217.116,15760,443,ICMP,49,3.3831,1,benign,0,0,0,,1.4953,2.0006,0.4624,0.326536,4.191097,0.256158,1
rec_03650,2025-06-06 23:13:46,client_042,177.29.106.120,80.178.12.95,60991,53,TCP,760,5.1999,1,benign,0,0,0,,7.8285,7.8339,0.5183,0.646251,6.833165,0.346113,1
rec_01814,2025-07-28 06:24:36,client_050,125.113.213.137,182.166.190.25,32367,53,ICMP,863,1.2231,1,benign,0,0,0,,2.5659,3.0552,0.1638,0.334667,6.38654,0.348553,1
rec_01581,2025-04-28 01:44:38,client_037,162.68.88.21,89.101.40.168,19098,80,TCP,1333,5.2044,0,benign,0,0,0,,4.5955,4.7354,1.5735,0.800905,7.294059,1.670183,1
rec_03547,2025-02-17 05:10:41,client_058,238.131.93.239,136.101.195.2,3416,443,ICMP,59,4.3343,1,benign,0,0,0,,1.1642,1.166,0.5123,0.443582,4.2948,0.586065,1
rec_00169,2025-03-09 09:16:24,client_076,215.221.133.42,179.97.124.213,55316,53,TCP,227,3.544,1,benign,0,0,0,,1.7211,1.7212,0.0497,0.405431,5.359029,-0.025765,1
rec_03569,2025-01-26 09:54:50,client_076,69.191.2.182,130.123.29.110,27956,8080,TCP,243,2.9428,1,benign,0,0,0,,4.7161,5.6357,0.1612,0.343833,5.71386,0.372033,1
rec_00963,2025-02-03 03:29:53,client_046,4.157.249.1,177.33.115.19,60085,3306,TCP,94,4.2889,1,ddos,0,1,0,,6.9279,5.857,0.4145,0.449412,4.868486,0.480924,1
rec_00946,2025-01-01 17:52:03,client_089,27.203.69.57,98.218.141.236,38916,3306,TCP,3287,5.6419,1,benign,0,0,0,,13.0888,17.612,1.2685,1.234802,7.463159,1.323069,1
rec_00463,2025-08-23 17:17:26,client_059,41.48.173.234,59.195.219.50,29365,1900,TCP,3527,6.1735,1,benign,0,0,0,,1.6664,2.1516,1.4928,1.341885,7.89533,1.393458,1
rec_01865,2025-05-12 11:43:09,client_026,108.47.251.9,52.143.132.90,37323,5000,UDP,174,3.8097,0,benign,0,0,0,,2.5423,2.2593,1.2811,0.424718,4.639252,1.344573,1
rec_00329,2025-07-04 00:47:56,client_099,137.85.11.69,217.61.46.179,16397,80,TCP,3142,6.2001,0,benign,0,0,0,,4.7777,4.4068,2.0073,1.240974,8.047691,2.119896,1
rec_01538,2025-09-10 15:13:41,client_026,18.215.236.38,200.128.253.21,57599,3306,TCP,223,4.2779,1,known_malware,0,1,0,,5.5424,5.9642,0.3284,0.478587,5.471098,0.344631,1
rec_02895,2025-05-12 12:44:03,client_089,22.31.135.105,207.42.230.173,6387,80,TCP,4022,5.8755,1,benign,0,0,0,,10.0344,11.3488,1.5185,1.397417,8.069803,1.484991,1
rec_00368,2025-01-06 18:34:23,client_028,158.19.181.103,42.124.200.176,60711,443,ICMP,65,4.1101,1,benign,0,0,0,,3.669,4.008,0.4615,0.439493,4.322188,0.346557,1
rec_03322,2025-05-08 10:23:06,client_026,106.226.244.69,54.183.248.26,7494,8080,UDP,63,3.5686,1,known_malware,0,1,0,,2.4065,2.0329,0.0,0.335778,4.440426,-0.135808,1
rec_03813,2025-06-18 14:33:13,client_085,180.1.34.19,63.1.239.180,49256,443,ICMP,769,3.4704,0,benign,0,0,0,,1.3241,1.2051,1.0003,0.48568,6.804923,1.006576,1
rec_02104,2025-06-16 14:32:32,client_072,19.47.65.195,60.1.62.87,56313,8080,TCP,1526,5.7505,1,benign,0,0,0,,4.1999,3.6236,0.9724,0.882146,7.085341,0.956648,1
rec_01616,2025-01-20 04:11:11,client_039,117.170.4.197,171.228.254.110,26899,22,TCP,2984,5.7254,1,benign,0,0,0,,2.0032,1.8184,1.1912,1.173548,7.474508,1.138342,1
rec_00773,2025-07-17 20:32:33,client_010,194.144.73.156,233.121.59.40,14396,5000,ICMP,610,2.1472,1,benign,0,0,0,,4.9386,3.3749,0.2942,0.315205,6.630123,0.321786,1
rec_02606,2025-05-17 05:09:23,client_073,173.41.137.244,96.44.226.164,40577,443,ICMP,66,2.7605,1,benign,0,0,0,,1.3283,1.1948,0.0203,0.31829,4.879447,0.030152,1
rec_03444,2025-02-02 22:37:10,client_036,65.103.21.237,142.67.183.61,64370,21,TCP,153,3.8753,0,benign,0,0,0,,2.9003,2.979,1.0318,0.451421,5.304848,1.000921,1
rec_03025,2025-07-03 02:45:33,client_056,154.68.230.24,225.174.36.10,34778,53,UDP,234,3.3604,1,benign,0,0,0,,1.6224,2.2085,0.0974,0.356517,5.200697,0.114788,1
rec_00499,2025-01-06 16:24:32,client_029,85.197.10.6,216.50.209.111,48857,443,TCP,6191,5.6067,1,benign,0,1,1,label_flip,26.9845,23.463,2.4261,1.780641,8.930445,2.405872,0
